,popularity,year,variable,value
13783,0,2016,Dance/Electronic,1.0
13786,48,2016,Dance/Electronic,1.0
13792,73,2017,Dance/Electronic,1.0
13795,53,2017,Dance/Electronic,1.0
13796,68,2017,Dance/Electronic,1.0
13798,8,2017,Dance/Electronic,1.0
13799,75,2017,Dance/Electronic,1.0
13804,78,2018,Dance/Electronic,1.0
13806,80,2018,Dance/Electronic,1.0
13807,78,2018,Dance/Electronic,1.0
13812,81,2018,Dance/Electronic,1.0
13814,81,2018,Dance/Electronic,1.0
13816,76,2018,Dance/Electronic,1.0
13817,71,2018,Dance/Electronic,1.0
13819,86,2018,Dance/Electronic,1.0
13821,71,2018,Dance/Electronic,1.0
13832,58,2017,Dance/Electronic,1.0
13833,69,2018,Dance/Electronic,1.0
13843,82,2018,Dance/Electronic,1.0
13845,72,2018,Dance/Electronic,1.0
13848,80,2017,Dance/Electronic,1.0
13850,0,2017,Dance/Electronic,1.0
13857,70,2018,Dance/Electronic,1.0
13858,59,2018,Dance/Electronic,1.0
13864,82,2018,Dance/Electronic,1.0
13870,60,2018,Dance/Electronic,1.0
13875,65,2017,Dance/Electronic,1.0
13876,63,2017,Dance/Electronic,1.0
13877,56,2018,Dance/Electronic,1.0
13881,80,2018,Dance/Electronic,1.0
13883,71,2018,Dance/Electronic,1.0
13885,72,2017,Dance/Electronic,1.0
13888,54,2018,Dance/Electronic,1.0
13891,75,2018,Dance/Electronic,1.0
13893,81,2018,Dance/Electronic,1.0
13894,73,2018,Dance/Electronic,1.0
13901,83,2019,Dance/Electronic,1.0
13905,84,2019,Dance/Electronic,1.0
13906,77,2018,Dance/Electronic,1.0
13907,81,2019,Dance/Electronic,1.0
13911,60,2019,Dance/Electronic,1.0
13916,82,2018,Dance/Electronic,1.0
13919,75,2019,Dance/Electronic,1.0
13921,81,2018,Dance/Electronic,1.0
13922,0,2019,Dance/Electronic,1.0
13924,70,2019,Dance/Electronic,1.0
13929,86,2018,Dance/Electronic,1.0
13930,77,2019,Dance/Electronic,1.0
13937,72,2019,Dance/Electronic,1.0
13954,73,2019,Dance/Electronic,1.0
13957,64,2019,Dance/Electronic,1.0
13968,69,2019,Dance/Electronic,1.0
13969,75,2019,Dance/Electronic,1.0
13971,64,2019,Dance/Electronic,1.0
13974,71,2019,Dance/Electronic,1.0
13978,64,2019,Dance/Electronic,1.0
13981,69,2019,Dance/Electronic,1.0
13986,2,2019,Dance/Electronic,1.0
13989,73,2019,Dance/Electronic,1.0
13993,63,2019,Dance/Electronic,1.0
14021,65,1999,Folk/Acoustic,1.0
14059,0,2000,Folk/Acoustic,1.0
14093,68,2000,Folk/Acoustic,1.0
14167,69,2000,Folk/Acoustic,1.0
14203,75,2002,Folk/Acoustic,1.0
14285,57,2002,Folk/Acoustic,1.0
14293,60,2001,Folk/Acoustic,1.0
14339,58,2008,Folk/Acoustic,1.0
14544,56,2005,Folk/Acoustic,1.0
14557,52,2005,Folk/Acoustic,1.0
14592,71,2005,Folk/Acoustic,1.0
14686,64,2005,Folk/Acoustic,1.0
14887,51,2008,Folk/Acoustic,1.0
14998,68,2009,Folk/Acoustic,1.0
15190,79,2011,Folk/Acoustic,1.0
15383,79,2012,Folk/Acoustic,1.0
15551,71,2016,Folk/Acoustic,1.0
15571,81,2014,Folk/Acoustic,1.0
15697,0,2016,Folk/Acoustic,1.0
15735,80,2017,Folk/Acoustic,1.0
16021,65,1999,easy listening,1.0
16060,58,2010,easy listening,1.0
16281,60,2002,easy listening,1.0
16486,55,2003,easy listening,1.0
16564,60,2005,easy listening,1.0
16891,60,2008,easy listening,1.0
17884,72,2017,easy listening,1.0
18040,54,1999,latin,1.0
18051,60,2000,latin,1.0
18069,66,1999,latin,1.0
18088,56,1999,latin,1.0
18105,1,2000,latin,1.0
18106,74,2001,latin,1.0
18138,52,2008,latin,1.0
18162,1,2000,latin,1.0
18205,64,2001,latin,1.0
18295,56,2001,latin,1.0
18324,73,2003,latin,1.0
18406,11,2004,latin,1.0
18431,73,2003,latin,1.0
18434,70,2004,latin,1.0
18439,37,2003,latin,1.0
18525,4,2005,latin,1.0
18536,72,2005,latin,1.0
18600,82,2005,latin,1.0
18608,79,2006,latin,1.0
18614,82,2006,latin,1.0
18709,81,2006,latin,1.0
18765,45,2007,latin,1.0
18864,57,2007,latin,1.0
18906,63,2009,latin,1.0
18916,59,2009,latin,1.0
18921,68,2009,latin,1.0
19014,0,2011,latin,1.0
19047,63,2010,latin,1.0
19105,71,2011,latin,1.0
19118,81,2011,latin,1.0
19125,63,2010,latin,1.0
19204,74,2011,latin,1.0
19240,0,2012,latin,1.0
19314,77,2012,latin,1.0
19329,64,2012,latin,1.0
19431,80,2012,latin,1.0
19437,78,2014,latin,1.0
19457,66,2014,latin,1.0
19537,80,2014,latin,1.0
19599,51,2017,latin,1.0
19649,68,2016,latin,1.0
19702,0,2017,latin,1.0
19723,53,2017,latin,1.0
19738,74,2017,latin,1.0
19748,70,2017,latin,1.0
19789,0,2017,latin,1.0
19825,76,2018,latin,1.0
19827,74,2019,latin,1.0
19829,69,2018,latin,1.0
19847,65,2018,latin,1.0
19854,69,2018,latin,1.0
19859,72,2018,latin,1.0
19872,1,2018,latin,1.0
19874,62,2017,latin,1.0
19879,71,2018,latin,1.0
19915,79,2019,latin,1.0
19937,72,2019,latin,1.0
19940,77,2018,latin,1.0
19945,76,2019,latin,1.0
19960,81,2019,latin,1.0
19962,74,2018,latin,1.0
19964,70,2019,latin,1.0
19980,75,2019,latin,1.0
19983,71,2019,latin,1.0
20069,66,1999,blues,1.0
20330,3,2003,blues,1.0
20842,56,2007,blues,1.0
20864,57,2007,blues,1.0
22095,71,1999,set(),1.0
22216,66,2002,set(),1.0
22291,40,2012,set(),1.0
22428,57,2004,set(),1.0
22455,51,2004,set(),1.0
22481,64,2004,set(),1.0
22545,42,2004,set(),1.0
22645,46,2005,set(),1.0
22710,43,2012,set(),1.0
22729,17,2006,set(),1.0
22793,58,2007,set(),1.0
22794,56,2007,set(),1.0
22949,65,2009,set(),1.0
23057,57,2009,set(),1.0
23271,57,2011,set(),1.0
23320,74,2013,set(),1.0
23406,80,2014,set(),1.0
23454,73,2014,set(),1.0
23487,66,2014,set(),1.0
23773,57,2016,set(),1.0
23841,67,2018,set(),1.0
23976,57,2019,set(),1.0
24167,69,2000,World/Traditional,1.0
24311,61,2003,World/Traditional,1.0
24460,64,2004,World/Traditional,1.0
24592,71,2005,World/Traditional,1.0
24595,56,2004,World/Traditional,1.0
24686,64,2005,World/Traditional,1.0
24690,35,2006,World/Traditional,1.0
24692,61,2006,World/Traditional,1.0
25083,0,2010,World/Traditional,1.0
25991,57,2020,World/Traditional,1.0
26486,55,2003,jazz,1.0
26564,60,2005,jazz,1.0
29529,63,2015,classical,1.0
